task_id,name,issuer,context,context_degree,datasets,requirements,geo,submit_offset_s
25,eval-sanitize-10-r0-025,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,25.0
26,eval-sanitize-10-r0-026,issuer1,x01,3,"[""d01""]","{""evalprop"": 1}",evalgeo,26.0
27,eval-sanitize-10-r0-027,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,27.0
28,eval-sanitize-10-r0-028,issuer3,x03,3,"[""d03""]","{""evalprop"": 1}",evalgeo,28.0
29,eval-sanitize-10-r0-029,issuer1,x01,3,"[""d01""]","{""evalprop"": 1}",evalgeo,29.0
30,eval-sanitize-10-r0-030,issuer9,x09,6,"[""d09""]","{""evalprop"": 1}",evalgeo,30.0
31,eval-sanitize-10-r0-031,issuer1,x01,3,"[""d01""]","{""evalprop"": 1}",evalgeo,31.0
32,eval-sanitize-10-r0-032,issuer4,x04,5,"[""d04""]","{""evalprop"": 1}",evalgeo,32.0
33,eval-sanitize-10-r0-033,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,33.0
34,eval-sanitize-10-r0-034,issuer3,x03,3,"[""d03""]","{""evalprop"": 1}",evalgeo,34.0
35,eval-sanitize-10-r0-035,issuer1,x01,3,"[""d01""]","{""evalprop"": 1}",evalgeo,35.0
36,eval-sanitize-10-r0-036,issuer3,x03,3,"[""d03""]","{""evalprop"": 1}",evalgeo,36.0
37,eval-sanitize-10-r0-037,issuer5,x05,5,"[""d05""]","{""evalprop"": 1}",evalgeo,37.0
38,eval-sanitize-10-r0-038,issuer4,x04,5,"[""d04""]","{""evalprop"": 1}",evalgeo,38.0
39,eval-sanitize-10-r0-039,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,39.0
40,eval-sanitize-10-r0-040,issuer4,x04,5,"[""d04""]","{""evalprop"": 1}",evalgeo,40.0
41,eval-sanitize-10-r0-041,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,41.0
42,eval-sanitize-10-r0-042,issuer6,x06,5,"[""d06""]","{""evalprop"": 1}",evalgeo,42.0
43,eval-sanitize-10-r0-043,issuer4,x04,5,"[""d04""]","{""evalprop"": 1}",evalgeo,43.0
44,eval-sanitize-10-r0-044,issuer3,x03,3,"[""d03""]","{""evalprop"": 1}",evalgeo,44.0
45,eval-sanitize-10-r0-045,issuer3,x03,3,"[""d03""]","{""evalprop"": 1}",evalgeo,45.0
46,eval-sanitize-10-r0-046,issuer9,x09,6,"[""d09""]","{""evalprop"": 1}",evalgeo,46.0
47,eval-sanitize-10-r0-047,issuer9,x09,6,"[""d09""]","{""evalprop"": 1}",evalgeo,47.0
48,eval-sanitize-10-r0-048,issuer5,x05,5,"[""d05""]","{""evalprop"": 1}",evalgeo,48.0
49,eval-sanitize-10-r0-049,issuer4,x04,5,"[""d04""]","{""evalprop"": 1}",evalgeo,49.0
50,eval-sanitize-10-r0-050,issuer6,x06,5,"[""d06""]","{""evalprop"": 1}",evalgeo,50.0
51,eval-sanitize-10-r0-051,issuer9,x09,6,"[""d09""]","{""evalprop"": 1}",evalgeo,51.0
52,eval-sanitize-10-r0-052,issuer6,x06,5,"[""d06""]","{""evalprop"": 1}",evalgeo,52.0
53,eval-sanitize-10-r0-053,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,53.0
54,eval-sanitize-10-r0-054,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,54.0
55,eval-sanitize-10-r0-055,issuer5,x05,5,"[""d05""]","{""evalprop"": 1}",evalgeo,55.0
56,eval-sanitize-10-r0-056,issuer1,x01,3,"[""d01""]","{""evalprop"": 1}",evalgeo,56.0
57,eval-sanitize-10-r0-057,issuer1,x01,3,"[""d01""]","{""evalprop"": 1}",evalgeo,57.0
58,eval-sanitize-10-r0-058,issuer5,x05,5,"[""d05""]","{""evalprop"": 1}",evalgeo,58.0
59,eval-sanitize-10-r0-059,issuer4,x04,5,"[""d04""]","{""evalprop"": 1}",evalgeo,59.0
60,eval-sanitize-10-r0-060,issuer2,x02,7,"[""d02""]","{""evalprop"": 1}",evalgeo,60.0
61,eval-sanitize-10-r0-061,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,61.0
62,eval-sanitize-10-r0-062,issuer3,x03,3,"[""d03""]","{""evalprop"": 1}",evalgeo,62.0
63,eval-sanitize-10-r0-063,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,63.0
64,eval-sanitize-10-r0-064,issuer4,x04,5,"[""d04""]","{""evalprop"": 1}",evalgeo,64.0
65,eval-sanitize-10-r0-065,issuer4,x04,5,"[""d04""]","{""evalprop"": 1}",evalgeo,65.0
66,eval-sanitize-10-r0-066,issuer6,x06,5,"[""d06""]","{""evalprop"": 1}",evalgeo,66.0
67,eval-sanitize-10-r0-067,issuer5,x05,5,"[""d05""]","{""evalprop"": 1}",evalgeo,67.0
68,eval-sanitize-10-r0-068,issuer4,x04,5,"[""d04""]","{""evalprop"": 1}",evalgeo,68.0
69,eval-sanitize-10-r0-069,issuer9,x09,6,"[""d09""]","{""evalprop"": 1}",evalgeo,69.0
70,eval-sanitize-10-r0-070,issuer4,x04,5,"[""d04""]","{""evalprop"": 1}",evalgeo,70.0
71,eval-sanitize-10-r0-071,issuer6,x06,5,"[""d06""]","{""evalprop"": 1}",evalgeo,71.0
72,eval-sanitize-10-r0-072,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,72.0
73,eval-sanitize-10-r0-073,issuer2,x02,7,"[""d02""]","{""evalprop"": 1}",evalgeo,73.0
74,eval-sanitize-10-r0-074,issuer5,x05,5,"[""d05""]","{""evalprop"": 1}",evalgeo,74.0
75,eval-sanitize-10-r0-075,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,75.0
76,eval-sanitize-10-r0-076,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,76.0
77,eval-sanitize-10-r0-077,issuer3,x03,3,"[""d03""]","{""evalprop"": 1}",evalgeo,77.0
78,eval-sanitize-10-r0-078,issuer1,x01,3,"[""d01""]","{""evalprop"": 1}",evalgeo,78.0
79,eval-sanitize-10-r0-079,issuer6,x06,5,"[""d06""]","{""evalprop"": 1}",evalgeo,79.0
80,eval-sanitize-10-r0-080,issuer1,x01,3,"[""d01""]","{""evalprop"": 1}",evalgeo,80.0
81,eval-sanitize-10-r0-081,issuer4,x04,5,"[""d04""]","{""evalprop"": 1}",evalgeo,81.0
82,eval-sanitize-10-r0-082,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,82.0
83,eval-sanitize-10-r0-083,issuer2,x02,7,"[""d02""]","{""evalprop"": 1}",evalgeo,83.0
84,eval-sanitize-10-r0-084,issuer1,x01,3,"[""d01""]","{""evalprop"": 1}",evalgeo,84.0
85,eval-sanitize-10-r0-085,issuer6,x06,5,"[""d06""]","{""evalprop"": 1}",evalgeo,85.0
86,eval-sanitize-10-r0-086,issuer5,x05,5,"[""d05""]","{""evalprop"": 1}",evalgeo,86.0
87,eval-sanitize-10-r0-087,issuer5,x05,5,"[""d05""]","{""evalprop"": 1}",evalgeo,87.0
88,eval-sanitize-10-r0-088,issuer1,x01,3,"[""d01""]","{""evalprop"": 1}",evalgeo,88.0
89,eval-sanitize-10-r0-089,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,89.0
90,eval-sanitize-10-r0-090,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,90.0
91,eval-sanitize-10-r0-091,issuer6,x06,5,"[""d06""]","{""evalprop"": 1}",evalgeo,91.0
92,eval-sanitize-10-r0-092,issuer10,x10,4,"[""d10""]","{""evalprop"": 1}",evalgeo,92.0
93,eval-sanitize-10-r0-093,issuer10,x10,4,"[""d10""]","{""evalprop"": 1}",evalgeo,93.0
94,eval-sanitize-10-r0-094,issuer9,x09,6,"[""d09""]","{""evalprop"": 1}",evalgeo,94.0
95,eval-sanitize-10-r0-095,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,95.0
96,eval-sanitize-10-r0-096,issuer5,x05,5,"[""d05""]","{""evalprop"": 1}",evalgeo,96.0
97,eval-sanitize-10-r0-097,issuer3,x03,3,"[""d03""]","{""evalprop"": 1}",evalgeo,97.0
98,eval-sanitize-10-r0-098,issuer6,x06,5,"[""d06""]","{""evalprop"": 1}",evalgeo,98.0
99,eval-sanitize-10-r0-099,issuer2,x02,7,"[""d02""]","{""evalprop"": 1}",evalgeo,99.0
100,eval-sanitize-10-r0-100,issuer10,x10,4,"[""d10""]","{""evalprop"": 1}",evalgeo,100.0
101,eval-sanitize-10-r0-101,issuer4,x04,5,"[""d04""]","{""evalprop"": 1}",evalgeo,101.0
102,eval-sanitize-10-r0-102,issuer1,x01,3,"[""d01""]","{""evalprop"": 1}",evalgeo,102.0
103,eval-sanitize-10-r0-103,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,103.0
104,eval-sanitize-10-r0-104,issuer4,x04,5,"[""d04""]","{""evalprop"": 1}",evalgeo,104.0
105,eval-sanitize-10-r0-105,issuer5,x05,5,"[""d05""]","{""evalprop"": 1}",evalgeo,105.0
106,eval-sanitize-10-r0-106,issuer1,x01,3,"[""d01""]","{""evalprop"": 1}",evalgeo,106.0
107,eval-sanitize-10-r0-107,issuer4,x04,5,"[""d04""]","{""evalprop"": 1}",evalgeo,107.0
108,eval-sanitize-10-r0-108,issuer2,x02,7,"[""d02""]","{""evalprop"": 1}",evalgeo,108.0
109,eval-sanitize-10-r0-109,issuer2,x02,7,"[""d02""]","{""evalprop"": 1}",evalgeo,109.0
110,eval-sanitize-10-r0-110,issuer5,x05,5,"[""d05""]","{""evalprop"": 1}",evalgeo,110.0
111,eval-sanitize-10-r0-111,issuer1,x01,3,"[""d01""]","{""evalprop"": 1}",evalgeo,111.0
112,eval-sanitize-10-r0-112,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,112.0
113,eval-sanitize-10-r0-113,issuer10,x10,4,"[""d10""]","{""evalprop"": 1}",evalgeo,113.0
114,eval-sanitize-10-r0-114,issuer6,x06,5,"[""d06""]","{""evalprop"": 1}",evalgeo,114.0
115,eval-sanitize-10-r0-115,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,115.0
116,eval-sanitize-10-r0-116,issuer5,x05,5,"[""d05""]","{""evalprop"": 1}",evalgeo,116.0
117,eval-sanitize-10-r0-117,issuer2,x02,7,"[""d02""]","{""evalprop"": 1}",evalgeo,117.0
118,eval-sanitize-10-r0-118,issuer2,x02,7,"[""d02""]","{""evalprop"": 1}",evalgeo,118.0
119,eval-sanitize-10-r0-119,issuer10,x10,4,"[""d10""]","{""evalprop"": 1}",evalgeo,119.0
120,eval-sanitize-10-r0-120,issuer9,x09,6,"[""d09""]","{""evalprop"": 1}",evalgeo,120.0
121,eval-sanitize-10-r0-121,issuer6,x06,5,"[""d06""]","{""evalprop"": 1}",evalgeo,121.0
122,eval-sanitize-10-r0-122,issuer10,x10,4,"[""d10""]","{""evalprop"": 1}",evalgeo,122.0
123,eval-sanitize-10-r0-123,issuer4,x04,5,"[""d04""]","{""evalprop"": 1}",evalgeo,123.0
124,eval-sanitize-10-r0-124,issuer1,x01,3,"[""d01""]","{""evalprop"": 1}",evalgeo,124.0
125,eval-sanitize-10-r0-125,issuer1,x01,3,"[""d01""]","{""evalprop"": 1}",evalgeo,125.0
126,eval-sanitize-10-r0-126,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,126.0
127,eval-sanitize-10-r0-127,issuer6,x06,5,"[""d06""]","{""evalprop"": 1}",evalgeo,127.0
128,eval-sanitize-10-r0-128,issuer1,x01,3,"[""d01""]","{""evalprop"": 1}",evalgeo,128.0
129,eval-sanitize-10-r0-129,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,129.0
130,eval-sanitize-10-r0-130,issuer3,x03,3,"[""d03""]","{""evalprop"": 1}",evalgeo,130.0
131,eval-sanitize-10-r0-131,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,131.0
132,eval-sanitize-10-r0-132,issuer6,x06,5,"[""d06""]","{""evalprop"": 1}",evalgeo,132.0
133,eval-sanitize-10-r0-133,issuer2,x02,7,"[""d02""]","{""evalprop"": 1}",evalgeo,133.0
134,eval-sanitize-10-r0-134,issuer6,x06,5,"[""d06""]","{""evalprop"": 1}",evalgeo,134.0
135,eval-sanitize-10-r0-135,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,135.0
136,eval-sanitize-10-r0-136,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,136.0
137,eval-sanitize-10-r0-137,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,137.0
138,eval-sanitize-10-r0-138,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,138.0
139,eval-sanitize-10-r0-139,issuer4,x04,5,"[""d04""]","{""evalprop"": 1}",evalgeo,139.0
140,eval-sanitize-10-r0-140,issuer5,x05,5,"[""d05""]","{""evalprop"": 1}",evalgeo,140.0
141,eval-sanitize-10-r0-141,issuer2,x02,7,"[""d02""]","{""evalprop"": 1}",evalgeo,141.0
142,eval-sanitize-10-r0-142,issuer10,x10,4,"[""d10""]","{""evalprop"": 1}",evalgeo,142.0
143,eval-sanitize-10-r0-143,issuer10,x10,4,"[""d10""]","{""evalprop"": 1}",evalgeo,143.0
144,eval-sanitize-10-r0-144,issuer5,x05,5,"[""d05""]","{""evalprop"": 1}",evalgeo,144.0
145,eval-sanitize-10-r0-145,issuer3,x03,3,"[""d03""]","{""evalprop"": 1}",evalgeo,145.0
146,eval-sanitize-10-r0-146,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,146.0
147,eval-sanitize-10-r0-147,issuer2,x02,7,"[""d02""]","{""evalprop"": 1}",evalgeo,147.0
148,eval-sanitize-10-r0-148,issuer4,x04,5,"[""d04""]","{""evalprop"": 1}",evalgeo,148.0
149,eval-sanitize-10-r0-149,issuer6,x06,5,"[""d06""]","{""evalprop"": 1}",evalgeo,149.0
150,eval-sanitize-10-r0-150,issuer3,x03,3,"[""d03""]","{""evalprop"": 1}",evalgeo,150.0
151,eval-sanitize-10-r0-151,issuer10,x10,4,"[""d10""]","{""evalprop"": 1}",evalgeo,151.0
152,eval-sanitize-10-r0-152,issuer1,x01,3,"[""d01""]","{""evalprop"": 1}",evalgeo,152.0
153,eval-sanitize-10-r0-153,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,153.0
154,eval-sanitize-10-r0-154,issuer3,x03,3,"[""d03""]","{""evalprop"": 1}",evalgeo,154.0
155,eval-sanitize-10-r0-155,issuer3,x03,3,"[""d03""]","{""evalprop"": 1}",evalgeo,155.0
156,eval-sanitize-10-r0-156,issuer6,x06,5,"[""d06""]","{""evalprop"": 1}",evalgeo,156.0
157,eval-sanitize-10-r0-157,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,157.0
158,eval-sanitize-10-r0-158,issuer9,x09,6,"[""d09""]","{""evalprop"": 1}",evalgeo,158.0
159,eval-sanitize-10-r0-159,issuer3,x03,3,"[""d03""]","{""evalprop"": 1}",evalgeo,159.0
160,eval-sanitize-10-r0-160,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,160.0
161,eval-sanitize-10-r0-161,issuer5,x05,5,"[""d05""]","{""evalprop"": 1}",evalgeo,161.0
162,eval-sanitize-10-r0-162,issuer9,x09,6,"[""d09""]","{""evalprop"": 1}",evalgeo,162.0
163,eval-sanitize-10-r0-163,issuer4,x04,5,"[""d04""]","{""evalprop"": 1}",evalgeo,163.0
164,eval-sanitize-10-r0-164,issuer4,x04,5,"[""d04""]","{""evalprop"": 1}",evalgeo,164.0
165,eval-sanitize-10-r0-165,issuer3,x03,3,"[""d03""]","{""evalprop"": 1}",evalgeo,165.0
166,eval-sanitize-10-r0-166,issuer5,x05,5,"[""d05""]","{""evalprop"": 1}",evalgeo,166.0
167,eval-sanitize-10-r0-167,issuer5,x05,5,"[""d05""]","{""evalprop"": 1}",evalgeo,167.0
168,eval-sanitize-10-r0-168,issuer4,x04,5,"[""d04""]","{""evalprop"": 1}",evalgeo,168.0
169,eval-sanitize-10-r0-169,issuer5,x05,5,"[""d05""]","{""evalprop"": 1}",evalgeo,169.0
170,eval-sanitize-10-r0-170,issuer4,x04,5,"[""d04""]","{""evalprop"": 1}",evalgeo,170.0
171,eval-sanitize-10-r0-171,issuer6,x06,5,"[""d06""]","{""evalprop"": 1}",evalgeo,171.0
172,eval-sanitize-10-r0-172,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,172.0
173,eval-sanitize-10-r0-173,issuer1,x01,3,"[""d01""]","{""evalprop"": 1}",evalgeo,173.0
174,eval-sanitize-10-r0-174,issuer3,x03,3,"[""d03""]","{""evalprop"": 1}",evalgeo,174.0
175,eval-sanitize-10-r0-175,issuer2,x02,7,"[""d02""]","{""evalprop"": 1}",evalgeo,175.0
176,eval-sanitize-10-r0-176,issuer10,x10,4,"[""d10""]","{""evalprop"": 1}",evalgeo,176.0
177,eval-sanitize-10-r0-177,issuer10,x10,4,"[""d10""]","{""evalprop"": 1}",evalgeo,177.0
178,eval-sanitize-10-r0-178,issuer10,x10,4,"[""d10""]","{""evalprop"": 1}",evalgeo,178.0
179,eval-sanitize-10-r0-179,issuer10,x10,4,"[""d10""]","{""evalprop"": 1}",evalgeo,179.0
180,eval-sanitize-10-r0-180,issuer3,x03,3,"[""d03""]","{""evalprop"": 1}",evalgeo,180.0
181,eval-sanitize-10-r0-181,issuer10,x10,4,"[""d10""]","{""evalprop"": 1}",evalgeo,181.0
182,eval-sanitize-10-r0-182,issuer9,x09,6,"[""d09""]","{""evalprop"": 1}",evalgeo,182.0
183,eval-sanitize-10-r0-183,issuer4,x04,5,"[""d04""]","{""evalprop"": 1}",evalgeo,183.0
184,eval-sanitize-10-r0-184,issuer9,x09,6,"[""d09""]","{""evalprop"": 1}",evalgeo,184.0
185,eval-sanitize-10-r0-185,issuer6,x06,5,"[""d06""]","{""evalprop"": 1}",evalgeo,185.0
186,eval-sanitize-10-r0-186,issuer9,x09,6,"[""d09""]","{""evalprop"": 1}",evalgeo,186.0
187,eval-sanitize-10-r0-187,issuer2,x02,7,"[""d02""]","{""evalprop"": 1}",evalgeo,187.0
188,eval-sanitize-10-r0-188,issuer4,x04,5,"[""d04""]","{""evalprop"": 1}",evalgeo,188.0
189,eval-sanitize-10-r0-189,issuer1,x01,3,"[""d01""]","{""evalprop"": 1}",evalgeo,189.0
190,eval-sanitize-10-r0-190,issuer5,x05,5,"[""d05""]","{""evalprop"": 1}",evalgeo,190.0
191,eval-sanitize-10-r0-191,issuer8,x08,4,"[""d08""]","{""evalprop"": 1}",evalgeo,191.0
192,eval-sanitize-10-r0-192,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,192.0
193,eval-sanitize-10-r0-193,issuer10,x10,4,"[""d10""]","{""evalprop"": 1}",evalgeo,193.0
194,eval-sanitize-10-r0-194,issuer6,x06,5,"[""d06""]","{""evalprop"": 1}",evalgeo,194.0
195,eval-sanitize-10-r0-195,issuer6,x06,5,"[""d06""]","{""evalprop"": 1}",evalgeo,195.0
196,eval-sanitize-10-r0-196,issuer1,x01,3,"[""d01""]","{""evalprop"": 1}",evalgeo,196.0
197,eval-sanitize-10-r0-197,issuer7,x07,4,"[""d07""]","{""evalprop"": 1}",evalgeo,197.0
198,eval-sanitize-10-r0-198,issuer2,x02,7,"[""d02""]","{""evalprop"": 1}",evalgeo,198.0
199,eval-sanitize-10-r0-199,issuer10,x10,4,"[""d10""]","{""evalprop"": 1}",evalgeo,199.0
